,Type,UI,PubmedID,NameOfSubstance,RegistryNumber,MeshHeadingID,DescriptorName,MajorTopicYN,QualifierName
432,Chemical,D004008,10414481,Diclofenac,144O8QL0L1,,,,
433,Chemical,D001219,10414481,Aspartate Aminotransferases,EC 2.6.1.1,,,,
434,Chemical,D000410,10414481,Alanine Transaminase,EC 2.6.1.2,,,,
435,Chemical,D000469,10414481,Alkaline Phosphatase,EC 3.1.3.1,,,,
436,Chemical,D001663,10414481,Bilirubin,RFM9X3LJ49,,,,
437,DescriptorName,D000410,10414481,,,1,Alanine Transaminase,N,
438,QualifierName,Q000097,10414481,,,1,,N,blood
439,DescriptorName,D000469,10414481,,,2,Alkaline Phosphatase,N,
440,QualifierName,Q000097,10414481,,,2,,N,blood
441,DescriptorName,D000894,10414481,,,3,"Anti-Inflammatory Agents, Non-Steroidal",N,
442,QualifierName,Q000009,10414481,,,3,,Y,adverse effects
443,DescriptorName,D001219,10414481,,,4,Aspartate Aminotransferases,N,
444,QualifierName,Q000097,10414481,,,4,,N,blood
445,DescriptorName,D001663,10414481,,,5,Bilirubin,N,
446,QualifierName,Q000097,10414481,,,5,,N,blood
447,DescriptorName,D001706,10414481,,,6,Biopsy,N,
448,DescriptorName,D056486,10414481,,,7,Chemical and Drug Induced Liver Injury,N,
449,QualifierName,Q000175,10414481,,,7,,N,diagnosis
450,DescriptorName,D004008,10414481,,,8,Diclofenac,N,
451,QualifierName,Q000009,10414481,,,8,,Y,adverse effects
452,DescriptorName,D016903,10414481,,,9,Drug Monitoring,N,
453,DescriptorName,D005260,10414481,,,10,Female,N,
454,DescriptorName,D005756,10414481,,,11,Gastritis,N,
455,QualifierName,Q000139,10414481,,,11,,N,chemically induced
456,DescriptorName,D006801,10414481,,,12,Humans,N,
457,DescriptorName,D008111,10414481,,,13,Liver Function Tests,N,
458,DescriptorName,D008875,10414481,,,14,Middle Aged,N,
459,DescriptorName,D010003,10414481,,,15,Osteoarthritis,N,
460,QualifierName,Q000188,10414481,,,15,,N,drug therapy
461,Chemical,D007166,10426918,Immunosuppressive Agents,0,,,,
462,Chemical,D016898,10426918,Interferon-alpha,0,,,,
463,Chemical,D017338,10426918,Cladribine,47M74X9YT5,,,,
464,DescriptorName,D000368,10426918,,,1,Aged,N,
465,DescriptorName,D000971,10426918,,,2,Antineoplastic Combined Chemotherapy Protocols,N,
466,QualifierName,Q000627,10426918,,,2,,Y,therapeutic use
467,DescriptorName,D017338,10426918,,,3,Cladribine,N,
468,QualifierName,Q000008,10426918,,,3,,N,administration & dosage
469,DescriptorName,D006801,10426918,,,4,Humans,N,
470,DescriptorName,D007166,10426918,,,5,Immunosuppressive Agents,N,
471,QualifierName,Q000627,10426918,,,5,,Y,therapeutic use
472,DescriptorName,D016898,10426918,,,6,Interferon-alpha,N,
473,QualifierName,Q000008,10426918,,,6,,N,administration & dosage
474,DescriptorName,D007943,10426918,,,7,"Leukemia, Hairy Cell",N,
475,QualifierName,Q000150,10426918,,,7,,N,complications
476,DescriptorName,D008297,10426918,,,8,Male,N,
477,DescriptorName,D011565,10426918,,,9,Psoriasis,N,
478,QualifierName,Q000150,10426918,,,9,,N,complications
479,Chemical,D000925,10431414,Anticoagulants,0,,,,
480,Chemical,D006493,10431414,Heparin,9005-49-6,,,,
481,DescriptorName,D000328,10431414,,,1,Adult,N,
482,DescriptorName,D000925,10431414,,,2,Anticoagulants,N,
483,QualifierName,Q000009,10431414,,,2,,Y,adverse effects
484,DescriptorName,D006493,10431414,,,3,Heparin,N,
485,QualifierName,Q000009,10431414,,,3,,Y,adverse effects
486,DescriptorName,D006801,10431414,,,4,Humans,N,
487,DescriptorName,D008297,10431414,,,5,Male,N,
488,DescriptorName,D011183,10431414,,,6,Postoperative Complications,N,
489,QualifierName,Q000188,10431414,,,6,,N,drug therapy
490,DescriptorName,D011317,10431414,,,7,Priapism,N,
491,QualifierName,Q000139,10431414,,,7,,Y,chemically induced
492,Chemical,D014150,10435399,Antipsychotic Agents,0,,,,
493,Chemical,D003024,10435399,Clozapine,J60AR2IKIC,,,,
494,DescriptorName,D000328,10435399,,,1,Adult,N,
495,DescriptorName,D014150,10435399,,,2,Antipsychotic Agents,N,
496,QualifierName,Q000009,10435399,,,2,,Y,adverse effects
497,DescriptorName,D002452,10435399,,,3,Cell Count,N,
498,QualifierName,Q000187,10435399,,,3,,N,drug effects
499,DescriptorName,D002940,10435399,,,4,Circadian Rhythm,Y,
500,QualifierName,Q000187,10435399,,,4,,N,drug effects
501,DescriptorName,D003024,10435399,,,5,Clozapine,N,
502,QualifierName,Q000009,10435399,,,5,,Y,adverse effects
503,DescriptorName,D006801,10435399,,,6,Humans,N,
504,DescriptorName,D007962,10435399,,,7,Leukocytes,N,
505,QualifierName,Q000187,10435399,,,7,,Y,drug effects
506,DescriptorName,D008297,10435399,,,8,Male,N,
507,DescriptorName,D009503,10435399,,,9,Neutropenia,N,
508,QualifierName,Q000139,10435399,,,9,,Y,chemically induced
509,DescriptorName,D012559,10435399,,,10,Schizophrenia,N,
510,QualifierName,Q000097,10435399,,,10,,N,blood
511,Chemical,D000970,10439378,Antineoplastic Agents,0,,,,
512,Chemical,D014212,10439378,Tretinoin,5688UTC01R,,,,
513,DescriptorName,D000970,10439378,,,1,Antineoplastic Agents,N,
514,QualifierName,Q000009,10439378,,,1,,Y,adverse effects
515,DescriptorName,D005260,10439378,,,2,Female,N,
516,DescriptorName,D006801,10439378,,,3,Humans,N,
517,DescriptorName,D015473,10439378,,,4,"Leukemia, Promyelocytic, Acute",N,
518,QualifierName,Q000150,10439378,,,4,,N,complications
519,DescriptorName,D008875,10439378,,,5,Middle Aged,N,
520,DescriptorName,D016463,10439378,,,6,Sweet Syndrome,N,
521,QualifierName,Q000139,10439378,,,6,,Y,chemically induced
522,DescriptorName,D014212,10439378,,,7,Tretinoin,N,
523,QualifierName,Q000009,10439378,,,7,,Y,adverse effects
524,Chemical,D018687,10442258,"Antidepressive Agents, Second-Generation",0,,,,
525,Chemical,D017374,10442258,Paroxetine,41VRH5220H,,,,
526,DescriptorName,D000328,10442258,,,1,Adult,N,
527,DescriptorName,D000505,10442258,,,2,Alopecia,N,
528,QualifierName,Q000139,10442258,,,2,,Y,chemically induced
529,DescriptorName,D018687,10442258,,,3,"Antidepressive Agents, Second-Generation",N,
530,QualifierName,Q000009,10442258,,,3,,Y,adverse effects
531,DescriptorName,D003863,10442258,,,4,Depression,N,
532,QualifierName,Q000188,10442258,,,4,,N,drug therapy
533,DescriptorName,D005260,10442258,,,5,Female,N,
534,DescriptorName,D006801,10442258,,,6,Humans,N,
535,DescriptorName,D017374,10442258,,,7,Paroxetine,N,
536,QualifierName,Q000009,10442258,,,7,,Y,adverse effects
537,Chemical,D007328,10452772,Insulin,0,,,,
538,Chemical,D011479,10452772,Protamines,0,,,,
539,Chemical,D007073,10452772,Immunoglobulin E,37341-29-0,,,,
540,Chemical,D007336,10452772,"Insulin, Isophane",53027-39-7,,,,
541,DescriptorName,D000328,10452772,,,1,Adult,N,
542,DescriptorName,D003922,10452772,,,2,"Diabetes Mellitus, Type 1",N,
543,QualifierName,Q000188,10452772,,,2,,N,drug therapy
544,DescriptorName,D004342,10452772,,,3,Drug Hypersensitivity,N,
545,QualifierName,Q000150,10452772,,,3,,Y,complications
546,DescriptorName,D005260,10452772,,,4,Female,N,
547,DescriptorName,D006801,10452772,,,5,Humans,N,
548,DescriptorName,D006969,10452772,,,6,"Hypersensitivity, Immediate",N,
549,DescriptorName,D007073,10452772,,,7,Immunoglobulin E,N,
550,QualifierName,Q000097,10452772,,,7,,N,blood
551,DescriptorName,D007328,10452772,,,8,Insulin,N,
552,QualifierName,Q000009,10452772,,,8,,Y,adverse effects
553,DescriptorName,D007336,10452772,,,9,"Insulin, Isophane",N,
554,QualifierName,Q000276,10452772,,,9,,N,immunology
555,DescriptorName,D011479,10452772,,,10,Protamines,N,
556,QualifierName,Q000009,10452772,,,10,,Y,adverse effects
557,Chemical,D000316,10458196,Adrenergic alpha-Agonists,0,,,,
558,Chemical,D009883,10458196,Ophthalmic Solutions,0,,,,
559,Chemical,D011810,10458196,Quinoxalines,0,,,,
560,Chemical,D000068438,10458196,Brimonidine Tartrate,4S9CL2DY2H,,,,
561,DescriptorName,D000316,10458196,,,1,Adrenergic alpha-Agonists,N,
562,QualifierName,Q000008,10458196,,,1,,N,administration & dosage
563,DescriptorName,D000068438,10458196,,,2,Brimonidine Tartrate,N,
564,DescriptorName,D002490,10458196,,,3,Central Nervous System,N,
565,QualifierName,Q000187,10458196,,,3,,Y,drug effects
566,DescriptorName,D005500,10458196,,,4,Follow-Up Studies,N,
567,DescriptorName,D005901,10458196,,,5,Glaucoma,N,
568,QualifierName,Q000151,10458196,,,5,,N,congenital
569,DescriptorName,D006801,10458196,,,6,Humans,N,
570,DescriptorName,D007223,10458196,,,7,Infant,N,
571,DescriptorName,D007231,10458196,,,8,"Infant, Newborn",N,
572,DescriptorName,D007429,10458196,,,9,Intraocular Pressure,N,
573,QualifierName,Q000187,10458196,,,9,,N,drug effects
574,DescriptorName,D008297,10458196,,,10,Male,N,
575,DescriptorName,D009422,10458196,,,11,Nervous System Diseases,N,
576,QualifierName,Q000139,10458196,,,11,,Y,chemically induced
577,DescriptorName,D009798,10458196,,,12,Ocular Hypertension,N,
578,QualifierName,Q000188,10458196,,,12,,N,drug therapy
579,DescriptorName,D009883,10458196,,,13,Ophthalmic Solutions,N,
580,DescriptorName,D011810,10458196,,,14,Quinoxalines,N,
581,QualifierName,Q000008,10458196,,,14,,N,administration & dosage
582,Chemical,D002511,10461415,Cephalosporins,0,,,,
583,Chemical,D002443,10461415,Ceftriaxone,75J73V1629,,,,
584,Chemical,D001219,10461415,Aspartate Aminotransferases,EC 2.6.1.1,,,,
585,Chemical,D000410,10461415,Alanine Transaminase,EC 2.6.1.2,,,,
586,Chemical,D000469,10461415,Alkaline Phosphatase,EC 3.1.3.1,,,,
587,DescriptorName,D000410,10461415,,,1,Alanine Transaminase,N,
588,QualifierName,Q000097,10461415,,,1,,N,blood
589,DescriptorName,D000469,10461415,,,2,Alkaline Phosphatase,N,
590,QualifierName,Q000097,10461415,,,2,,N,blood
591,DescriptorName,D001219,10461415,,,3,Aspartate Aminotransferases,N,
592,QualifierName,Q000097,10461415,,,3,,N,blood
593,DescriptorName,D001649,10461415,,,4,Bile Duct Diseases,N,
594,QualifierName,Q000139,10461415,,,4,,N,chemically induced
595,DescriptorName,D002443,10461415,,,5,Ceftriaxone,N,
596,QualifierName,Q000009,10461415,,,5,,Y,adverse effects
597,DescriptorName,D002511,10461415,,,6,Cephalosporins,N,
598,QualifierName,Q000009,10461415,,,6,,Y,adverse effects
599,DescriptorName,D056486,10461415,,,7,Chemical and Drug Induced Liver Injury,N,
600,DescriptorName,D006801,10461415,,,8,Humans,N,
601,DescriptorName,D007223,10461415,,,9,Infant,N,
602,DescriptorName,D008297,10461415,,,10,Male,N,
603,DescriptorName,D010033,10461415,,,11,Otitis Media,N,
604,QualifierName,Q000188,10461415,,,11,,Y,drug therapy
605,Chemical,D000964,10465148,"Antimetabolites, Antineoplastic",0,,,,
606,Chemical,D008727,10465148,Methotrexate,YL5FZ2Y5U1,,,,
607,DescriptorName,D000964,10465148,,,1,"Antimetabolites, Antineoplastic",N,
608,QualifierName,Q000009,10465148,,,1,,Y,adverse effects
609,DescriptorName,D002555,10465148,,,2,Cerebrospinal Fluid,N,
610,QualifierName,Q000166,10465148,,,2,,N,cytology
611,DescriptorName,D002675,10465148,,,3,"Child, Preschool",N,
612,DescriptorName,D006801,10465148,,,4,Humans,N,
613,DescriptorName,D007278,10465148,,,5,"Injections, Spinal",N,
614,DescriptorName,D008279,10465148,,,6,Magnetic Resonance Imaging,N,
615,DescriptorName,D008297,10465148,,,7,Male,N,
616,DescriptorName,D008727,10465148,,,8,Methotrexate,N,
617,QualifierName,Q000009,10465148,,,8,,Y,adverse effects
618,DescriptorName,D010291,10465148,,,9,Paresis,N,
619,QualifierName,Q000209,10465148,,,9,,Y,etiology
620,DescriptorName,D010523,10465148,,,10,Peripheral Nervous System Diseases,N,
621,QualifierName,Q000209,10465148,,,10,,Y,etiology
622,DescriptorName,D054198,10465148,,,11,Precursor Cell Lymphoblastic Leukemia-Lymphoma,N,
623,QualifierName,Q000188,10465148,,,11,,N,drug therapy
624,DescriptorName,D013126,10465148,,,12,Spinal Nerve Roots,N,
625,QualifierName,Q000473,10465148,,,12,,Y,pathology
626,Chemical,D000970,10466445,Antineoplastic Agents,0,,,,
627,Chemical,D001152,10466445,Arsenicals,0,,,,
628,Chemical,D010087,10466445,Oxides,0,,,,
629,Chemical,D014212,10466445,Tretinoin,5688UTC01R,,,,
630,Chemical,D000077237,10466445,Arsenic Trioxide,S7V92P67HO,,,,
631,DescriptorName,D000970,10466445,,,1,Antineoplastic Agents,N,
632,QualifierName,Q000009,10466445,,,1,,N,adverse effects
633,DescriptorName,D000077237,10466445,,,2,Arsenic Trioxide,N,
634,DescriptorName,D001152,10466445,,,3,Arsenicals,N,
635,QualifierName,Q000009,10466445,,,3,,N,adverse effects
636,DescriptorName,D001853,10466445,,,4,Bone Marrow,N,
637,QualifierName,Q000378,10466445,,,4,,N,metabolism
638,DescriptorName,D002871,10466445,,,5,Chromosome Banding,N,
639,DescriptorName,D003114,10466445,,,6,Colony-Forming Units Assay,N,
640,DescriptorName,D019008,10466445,,,7,"Drug Resistance, Neoplasm",N,
641,DescriptorName,D001068,10466445,,,8,Feeding and Eating Disorders,N,
642,QualifierName,Q000139,10466445,,,8,,N,chemically induced
643,DescriptorName,D005260,10466445,,,9,Female,N,
644,DescriptorName,D006801,10466445,,,10,Humans,N,
645,DescriptorName,D015473,10466445,,,11,"Leukemia, Promyelocytic, Acute",N,
646,QualifierName,Q000188,10466445,,,11,,Y,drug therapy
647,DescriptorName,D007958,10466445,,,12,Leukocyte Count,N,
648,QualifierName,Q000187,10466445,,,12,,N,drug effects
649,DescriptorName,D008677,10466445,,,13,Metaphase,N,
650,QualifierName,Q000187,10466445,,,13,,N,drug effects
651,DescriptorName,D008875,10466445,,,14,Middle Aged,N,
652,DescriptorName,D009140,10466445,,,15,Musculoskeletal Diseases,N,
653,QualifierName,Q000139,10466445,,,15,,N,chemically induced
654,DescriptorName,D010087,10466445,,,16,Oxides,N,
655,QualifierName,Q000009,10466445,,,16,,N,adverse effects
656,DescriptorName,D010146,10466445,,,17,Pain,N,
657,QualifierName,Q000139,10466445,,,17,,N,chemically induced
658,DescriptorName,D016133,10466445,,,18,Polymerase Chain Reaction,N,
659,DescriptorName,D012008,10466445,,,19,Recurrence,N,
660,DescriptorName,D014212,10466445,,,20,Tretinoin,N,
661,QualifierName,Q000494,10466445,,,20,,Y,pharmacology
662,Chemical,D000900,10467499,Anti-Bacterial Agents,0,,,,
663,Chemical,D008911,10467499,Minocycline,FYY3R43WGO,,,,
664,DescriptorName,D000152,10467499,,,1,Acne Vulgaris,N,
665,QualifierName,Q000188,10467499,,,1,,N,drug therapy
666,DescriptorName,D000328,10467499,,,2,Adult,N,
667,DescriptorName,D000900,10467499,,,3,Anti-Bacterial Agents,N,
668,QualifierName,Q000009,10467499,,,3,,Y,adverse effects
669,DescriptorName,D003937,10467499,,,4,"Diagnosis, Differential",N,
670,DescriptorName,D004342,10467499,,,5,Drug Hypersensitivity,N,
671,QualifierName,Q000175,10467499,,,5,,Y,diagnosis
672,DescriptorName,D006801,10467499,,,6,Humans,N,
673,DescriptorName,D007244,10467499,,,7,Infectious Mononucleosis,N,
674,QualifierName,Q000139,10467499,,,7,,N,chemically induced
675,DescriptorName,D008297,10467499,,,8,Male,N,
676,DescriptorName,D008911,10467499,,,9,Minocycline,N,
677,QualifierName,Q000009,10467499,,,9,,Y,adverse effects
678,DescriptorName,D013577,10467499,,,10,Syndrome,N,
679,Chemical,D000964,10473079,"Antimetabolites, Antineoplastic",0,,,,
680,Chemical,D014498,10473079,Uracil,56HH86ZVCT,,,,
681,Chemical,D010088,10473079,Oxidoreductases,EC 1.-,,,,
682,Chemical,D042943,10473079,Dihydrouracil Dehydrogenase (NADP),EC 1.3.1.2,,,,
683,Chemical,D005472,10473079,Fluorouracil,U3P01618RT,,,,
684,DescriptorName,D000368,10473079,,,1,Aged,N,
685,DescriptorName,D000964,10473079,,,2,"Antimetabolites, Antineoplastic",N,
686,QualifierName,Q000008,10473079,,,2,,N,administration & dosage
687,DescriptorName,D015153,10473079,,,3,"Blotting, Western",N,
688,DescriptorName,D002280,10473079,,,4,"Carcinoma, Basal Cell",N,
689,QualifierName,Q000188,10473079,,,4,,Y,drug therapy
690,DescriptorName,D004252,10473079,,,5,DNA Mutational Analysis,N,
691,DescriptorName,D003967,10473079,,,6,Diarrhea,N,
692,QualifierName,Q000139,10473079,,,6,,N,chemically induced
693,DescriptorName,D042943,10473079,,,7,Dihydrouracil Dehydrogenase (NADP),N,
694,DescriptorName,D005472,10473079,,,8,Fluorouracil,N,
695,QualifierName,Q000008,10473079,,,8,,N,administration & dosage
696,DescriptorName,D006471,10473079,,,9,Gastrointestinal Hemorrhage,N,
697,QualifierName,Q000139,10473079,,,9,,N,chemically induced
698,DescriptorName,D006801,10473079,,,10,Humans,N,
699,DescriptorName,D015212,10473079,,,11,Inflammatory Bowel Diseases,N,
700,QualifierName,Q000139,10473079,,,11,,N,chemically induced
701,DescriptorName,D007963,10473079,,,12,"Leukocytes, Mononuclear",N,
702,QualifierName,Q000201,10473079,,,12,,N,enzymology
703,DescriptorName,D008297,10473079,,,13,Male,N,
704,DescriptorName,D010088,10473079,,,14,Oxidoreductases,N,
705,QualifierName,Q000172,10473079,,,14,,Y,deficiency
706,DescriptorName,D016133,10473079,,,15,Polymerase Chain Reaction,N,
707,DescriptorName,D017384,10473079,,,16,Sequence Deletion,N,
708,QualifierName,Q000235,10473079,,,16,,N,genetics
709,DescriptorName,D012878,10473079,,,17,Skin Neoplasms,N,
710,QualifierName,Q000188,10473079,,,17,,Y,drug therapy
711,DescriptorName,D014498,10473079,,,18,Uracil,N,
712,QualifierName,Q000097,10473079,,,18,,N,blood
713,Chemical,D018687,10475726,"Antidepressive Agents, Second-Generation",0,,,,
714,Chemical,D003511,10475726,Cyclohexanols,0,,,,
715,Chemical,D012701,10475726,Serotonin,333DO1RDJY,,,,
716,Chemical,D000069470,10475726,Venlafaxine Hydrochloride,7D7RX5A8MO,,,,
717,Chemical,D009638,10475726,Norepinephrine,X4W3ENH1CV,,,,
718,DescriptorName,D000368,10475726,,,1,Aged,N,
719,DescriptorName,D018687,10475726,,,2,"Antidepressive Agents, Second-Generation",N,
720,QualifierName,Q000009,10475726,,,2,,Y,adverse effects
721,DescriptorName,D003326,10475726,,,3,Coronary Circulation,N,
722,QualifierName,Q000187,10475726,,,3,,N,drug effects
723,DescriptorName,D003511,10475726,,,4,Cyclohexanols,N,
724,QualifierName,Q000008,10475726,,,4,,N,administration & dosage
725,DescriptorName,D003865,10475726,,,5,"Depressive Disorder, Major",N,
726,QualifierName,Q000188,10475726,,,5,,Y,drug therapy
727,DescriptorName,D004359,10475726,,,6,"Drug Therapy, Combination",N,
728,DescriptorName,D004562,10475726,,,7,Electrocardiography,N,
729,QualifierName,Q000187,10475726,,,7,,N,drug effects
730,DescriptorName,D005260,10475726,,,8,Female,N,
731,DescriptorName,D006801,10475726,,,9,Humans,N,
732,DescriptorName,D009203,10475726,,,10,Myocardial Infarction,N,
733,QualifierName,Q000139,10475726,,,10,,Y,chemically induced
734,DescriptorName,D009638,10475726,,,11,Norepinephrine,N,
735,QualifierName,Q000502,10475726,,,11,,N,physiology
736,DescriptorName,D010974,10475726,,,12,Platelet Aggregation,N,
737,QualifierName,Q000187,10475726,,,12,,N,drug effects
738,DescriptorName,D012701,10475726,,,13,Serotonin,N,
739,QualifierName,Q000502,10475726,,,13,,N,physiology
740,DescriptorName,D000069470,10475726,,,14,Venlafaxine Hydrochloride,N,
741,Chemical,D013723,10482872,Teratogens,0,,,,
742,Chemical,D003520,10482872,Cyclophosphamide,8N3DW7272P,,,,
743,DescriptorName,D000015,10482872,,,1,"Abnormalities, Multiple",N,
744,QualifierName,Q000139,10482872,,,1,,Y,chemically induced
745,DescriptorName,D000328,10482872,,,2,Adult,N,
746,DescriptorName,D000818,10482872,,,3,Animals,N,
747,DescriptorName,D016569,10482872,,,4,Blepharophimosis,N,
748,QualifierName,Q000139,10482872,,,4,,N,chemically induced
749,DescriptorName,D003398,10482872,,,5,Craniosynostoses,N,
750,QualifierName,Q000139,10482872,,,5,,N,chemically induced
751,DescriptorName,D003520,10482872,,,6,Cyclophosphamide,N,
752,QualifierName,Q000009,10482872,,,6,,Y,adverse effects
753,DescriptorName,D002658,10482872,,,7,Developmental Disabilities,N,
754,QualifierName,Q000139,10482872,,,7,,N,chemically induced
755,DescriptorName,D004431,10482872,,,8,"Ear, External",N,
756,QualifierName,Q000002,10482872,,,8,,N,abnormalities
757,DescriptorName,D005260,10482872,,,9,Female,N,
758,DescriptorName,D006130,10482872,,,10,Growth Disorders,N,
759,QualifierName,Q000139,10482872,,,10,,N,chemically induced
760,DescriptorName,D006801,10482872,,,11,Humans,N,
761,DescriptorName,D007231,10482872,,,12,"Infant, Newborn",N,
762,DescriptorName,D017880,10482872,,,13,"Limb Deformities, Congenital",N,
763,QualifierName,Q000139,10482872,,,13,,N,chemically induced
764,DescriptorName,D008180,10482872,,,14,"Lupus Erythematosus, Systemic",N,
765,QualifierName,Q000150,10482872,,,14,,N,complications
766,DescriptorName,D008431,10482872,,,15,Maternal-Fetal Exchange,N,
767,DescriptorName,D010641,10482872,,,16,Phenotype,N,
768,DescriptorName,D011247,10482872,,,17,Pregnancy,N,
